platform,mean_hour_local
BR1,21.969514193126475
BR1,22.164062845589093
BR1,17.907188714276238
BR1,22.06372276656986
BR1,20.55663713045736
BR1,19.977497280028523
BR1,23.350218080356964
BR1,20.421230038075603
BR1,16.447297911251834
BR1,17.822010649071494
BR1,17.860175308569858
BR1,18.830705847642037
BR1,18.45529402669112
BR1,16.62587921891326
BR1,17.977913007021844
BR1,15.190239536094149
BR1,21.211673649702085
BR1,13.768609643483758
BR1,19.83294956768652
BR1,6.734681932420939
BR1,1.9151346314364637
BR1,16.716669940747277
BR1,20.6035224150214
BR1,12.901471298773217
BR1,20.320300771007783
BR1,23.3554042447292
BR1,23.00072924775514
BR1,18.756720925694708
BR1,9.616316825679275
BR1,17.507818674915107
BR1,20.68525810688814
BR1,15.6198901621574
BR1,23.830908424185512
BR1,16.003497541134752
BR1,18.00344775394474
BR1,20.62239705181468
BR1,23.47370032685685
BR1,17.5608084605922
BR1,17.992871127758693
BR1,17.636050185962958
BR1,18.386930341283826
BR1,16.482580074502277
BR1,10.147274919655064
BR1,20.91721342505092
BR1,18.192391474289625
BR1,17.83797012309698
BR1,22.609426321248463
BR1,19.282537375200597
BR1,18.232682110558677
BR1,20.665963243539643
BR1,17.74274068620488
BR1,20.563970410115157
BR1,18.84133488142256
BR1,17.377248957108527
BR1,21.552094618293204
BR1,20.75298600464861
BR1,18.09887682033653
BR1,19.00534105049108
BR1,15.995996005545033
BR1,15.978935714213367
BR1,20.872097793618885
BR1,19.657306796261317
BR1,20.59496524010548
BR1,19.655870553482718
BR1,13.981458808763014
BR1,18.64275737561059
BR1,17.731960631913616
BR1,20.98675201480476
BR1,18.87662470430232
BR1,1.6403946811929873
BR1,20.104845175621087
BR1,16.16243600307768
BR1,19.64847759453097
BR1,0.9585270917336638
BR1,23.426144282846927
BR1,20.757338802009745
BR1,19.292005818910923
BR1,14.363370684184982
BR1,17.24030281659382
BR1,14.867923629941515
BR1,20.802423355178348
BR1,19.00400857401214
BR1,16.991624957103053
BR1,19.52538623069021
BR1,18.55697052441967
BR1,17.803995979894196
BR1,19.78313079478086
BR1,17.83204960200557
BR1,22.10699051547306
BR1,18.779237063257234
BR1,22.18896568678309
BR1,15.282705627558732
BR1,17.376360168260707
BR1,1.9600248102684663
BR1,23.29755889091652
BR1,19.94863450384111
BR1,17.630594843845113
BR1,20.93239398809687
BR1,17.854031515838873
BR1,23.769638033050253
