metric,platform,phase_local_peak
PC1,JP1,10.207843430822244
PC1,JP1,11.790181072992834
PC1,JP1,8.747922432342065
PC1,JP1,20.6548092500072
PC1,JP1,8.754244259261739
PC1,JP1,13.96606463324556
PC1,JP1,15.84061353933726
PC1,JP1,9.53535509813192
PC1,JP1,6.602811777459742
PC1,JP1,20.550534192194405
PC1,JP1,4.949295175444608
PC1,JP1,9.644898108113026
PC1,JP1,6.599291333866688
PC1,JP1,9.75524039882567
PC1,JP1,7.736512003539296
PC1,JP1,12.74986886662618
PC1,JP1,11.95199557733062
PC1,JP1,7.453187988659181
PC1,JP1,6.068361175349779
PC1,JP1,20.08975796159618
PC1,JP1,6.055735290323923
PC1,JP1,17.350456817200417
PC1,JP1,21.067975819936198
PC1,JP1,11.787186769871946
PC1,JP1,19.700961669636825
PC1,JP1,6.373774526599501
PC1,JP1,21.58300982583011
PC1,JP1,23.74442285107241
PC1,JP1,5.265226011857859
PC1,JP1,7.011198819501509
PC1,JP1,6.063410039048428
PC1,JP1,20.17143045176388
PC1,JP1,6.804359349264221
PC1,JP1,13.44465329093794
PC1,JP1,5.720040820566535
PC1,JP1,21.22948416626
PC1,JP1,9.091346807922076
PC1,JP1,22.15370627004448
PC1,JP1,21.903869963233117
PC1,JP1,7.7083916430079
PC1,JP1,7.63379816478901
PC1,JP1,17.417963491741325
PC1,JP1,21.85517512195591
PC1,JP1,22.63481835597824
PC1,JP1,13.6314961802508
PC1,JP1,9.161193355199366
PC1,JP1,1.923451452372692
PC1,JP1,4.212899325986243
PC1,JP1,21.29824651142368
PC1,JP1,21.123869456267567
PC1,JP1,7.628441875794429
PC1,JP1,0.1105711575683727
PC1,JP1,20.0592939847422
PC1,JP1,6.318415927865011
PC1,JP1,23.72009007380434
PC1,JP1,22.116950459307677
PC1,JP1,22.16836832744032
PC1,JP1,16.73998712130045
PC1,JP1,11.17804635466032
PC1,JP1,8.121375423046572
PC1,JP1,17.66455700857111
PC1,JP1,20.14368750403014
PC1,JP1,11.286555449027468
PC1,JP1,9.126813078237412
PC1,JP1,8.84246909037357
PC1,JP1,9.5983201380588
PC1,JP1,20.20034318063073
PC1,JP1,18.292858003506268
PC1,JP1,7.495894477737359
PC1,JP1,17.733376285912072
PC1,JP1,8.02305264458839
PC1,JP1,15.663328841976874
PC1,JP1,5.937236774682351
PC1,JP1,0.6975979746434575
PC1,JP1,5.624691805028029
PC1,JP1,19.61361600787973
PC1,JP1,19.108258680438038
PC1,JP1,18.290721024465032
PC1,JP1,19.912415332349845
PC1,JP1,5.378322764874255
PC1,JP1,2.960265604071367
PC1,JP1,14.512201278111087
PC1,JP1,19.811680135420588
PC1,JP1,19.683335940752617
PC1,JP1,22.41717018379098
PC1,JP1,2.980665774368834
PC1,JP1,1.2038189110068842
PC1,JP1,22.027362787840545
PC1,JP1,2.4170629904274
PC1,JP1,17.704865248535228
PC1,JP1,0.3520736413656031
PC1,JP1,11.45241035026664
PC1,JP1,21.29793061528513
PC1,JP1,4.989518333075676
PC1,JP1,6.013184238037432
PC1,JP1,7.888093157910632
PC1,JP1,19.804666053567978
PC1,JP1,20.92861316823334
PC1,JP1,21.810252643495872
PC1,JP1,7.374806884859765
PC1,JP1,8.380847381578874
PC1,JP1,5.317778202881936
PC1,JP1,5.093474923597771
PC1,JP1,16.10765685425322
PC1,JP1,7.066856156936662
PC1,JP1,7.819337389252599
PC1,JP1,22.69200236229345
